Collocation,Score
making process,10.906742117594987
sensing maximizing,10.90640910859585
adaptation providing,10.90047179449823
adopt vehicles,10.90047179449823
aircraft providing,10.90047179449823
automated multisource,10.90047179449823
book shows,10.90047179449823
call type,10.90047179449823
mainly clustered,10.90047179449823
textual forms,10.90047179449823
type incident,10.90047179449823
classifier random,10.899566997200163
exploratory search,10.899305904043906
fully express,10.899305904043906
practice focusing,10.899305904043906
dynamic water,10.899008676817774
local economic,10.899008676817774
choice published,10.89859804096375
disasters leading,10.89859804096375
lower degree,10.89859804096375
requires solving,10.89859804096375
subsequently validated,10.89859804096375
supply industries,10.89859804096375
transfer matrix,10.89859804096375
walking behaviors,10.89859804096375
modelling approaches,10.894081764536914
open space,10.88919080584926
climate threats,10.886771000333976
deforestation monitoring,10.886771000333976
monitoring installation,10.886771000333976
monitoring mechanisms,10.886771000333976
ssa climate,10.886771000333976
increased discriminatory,10.885095921495775
increased dramatically,10.885095921495775
advantages innovation,10.879751259720663
machines outperformed,10.879751259720663
massive damage,10.879751259720663
modern games,10.879751259720663
park amenities,10.879751259720663
coordinate mitigation,10.879751259720662
prevention mitigation,10.879751259720662
quantitatively determine,10.879751259720662
representative scene,10.879751259720662
transforming modern,10.879751259720662
achieved excellent,10.872923303580286
automatic wearable,10.872923303580286
digital revolution,10.872923303580286
like decreasing,10.872923303580286
objects produces,10.872923303580286
participation digital,10.872923303580286
revolution digital,10.872923303580286
research theory,10.872715480693193
research results,10.870331816680453
assessing spatially,10.869727415944734
combines typical,10.869727415944734
entire county,10.869727415944734
get considerable,10.869727415944734
located university,10.869727415944734
serious fine,10.869727415944734
spatially distributed,10.869727415944734
successfully modeled,10.869727415944734
tweets photographs,10.869727415944734
unique soundscape,10.869727415944734
street corner,10.863900281770322
street explorer,10.863900281770322
street renewal,10.863900281770322
street wall,10.863900281770322
broader set,10.862991666454032
characteristics reliably,10.862991666454032
context meaning,10.862991666454032
context multitemporal,10.862991666454032
experiencing significant,10.862991666454032
significant anomalies,10.862991666454032
significant auxiliary,10.862991666454032
significant similarities,10.862991666454032
smaller set,10.862991666454032
classification model,10.862923396131803
creating weighted,10.860196189930154
grid operations,10.860196189930154
vital components,10.860196189930154
open big,10.857846007228181
vehicle road,10.85781790270112
clustering results,10.857580264078095
decisions consequently,10.851906706003424
extensively tested,10.851906706003424
foursquare users,10.851906706003424
manage decisions,10.851906706003424
mode label,10.851906706003424
biggest service,10.851807164954357
found giving,10.851807164954357
guarantee service,10.851807164954357
reduces surface,10.851807164954357
service facility,10.851807164954357
service guarantee,10.851807164954357
surface vertical,10.851807164954357
tuning service,10.851807164954357
workflows intelligent,10.851807164954357
differenced time,10.849929536922431
displacement time,10.849929536922431
time differenced,10.849929536922431
time span,10.849929536922431
academic literature,10.847910993590625
associated determinants,10.847910993590625
associated gdp,10.847910993590625
countries france,10.847910993590625
difficulty associated,10.847910993590625
spectral magnitude,10.847910993590625
spots associated,10.847910993590625
user intervention,10.847910993590625
dataset obtained,10.841205074985464
calculated based,10.839696035103144
paradigm based,10.839696035103144
commuters travel,10.839492464426813
number mesh,10.839492464426813
types ust,10.839492464426813
additional contexts,10.836667027524918
ais involved,10.836667027524918
analyse morphological,10.836667027524918
binary dependent,10.836667027524918
binary description,10.836667027524918
connectivity established,10.836667027524918
increases contribute,10.836667027524918
measuring livability,10.836667027524918
price measuring,10.836667027524918
procedure involved,10.836667027524918
relatively consistent,10.836667027524918
adl using,10.832108858830859
afterward using,10.832108858830859
augsburg using,10.832108858830859
chhattisgarh using,10.832108858830859
desalination using,10.832108858830859
grasping using,10.832108858830859
journaling using,10.832108858830859
localised using,10.832108858830859
months using,10.832108858830859
piles using,10.832108858830859
postprocessed using,10.832108858830859
recovered using,10.832108858830859
resurfacing using,10.832108858830859
slr using,10.832108858830859
strasbourg using,10.832108858830859
terminal using,10.832108858830859
trafficmanagement using,10.832108858830859
using abstractions,10.832108858830859
using adversarially,10.832108858830859
using anchored,10.832108858830859
using convnets,10.832108858830859
using cuboid,10.832108858830859
using envi,10.832108858830859
using fragstats,10.832108858830859
using hdi,10.832108858830859
using hyperledger,10.832108858830859
using lora,10.832108858830859
using mapreduce,10.832108858830859
using polarimetric,10.832108858830859
using realtime,10.832108858830859
using specialist,10.832108858830859
using tactile,10.832108858830859
using ysi,10.832108858830859
specific relief,10.830428388486094
rational construction,10.830428388486093
side effect,10.830428388486093
dimension effectively,10.827969729100197
effectively interpret,10.827969729100197
farmland loss,10.827969729100197
layer attribute,10.827969729100197
valid survey,10.827969729100197
eight bands,10.827503115527273
enhancing ecosystem,10.827503115527273
hydrological devices,10.827503115527273
scientific political,10.827503115527273
tracking records,10.827503115527273
uavs devices,10.827503115527273
propagation model,10.825402055006114
terrain model,10.825402055006114
xgboost model,10.825402055006114
eventually develop,10.819064931484634
sophisticated tools,10.819064931484634
test persons,10.819064931484634
typology order,10.819064931484634
content analyses,10.813413708602232
fast becoming,10.813413708602232
maximum pois,10.813413708602232
methodologies objectives,10.813413708602232
pois maximum,10.813413708602232
relations revealed,10.813413708602232
scheme verify,10.813413708602232
sensitivity analyses,10.813413708602232
site involving,10.813413708602232
applications happen,10.808594736270267
applications usl,10.808594736270267
related work,10.803128531582562
adaptive weighting,10.799852869064106
ecology morphology,10.799852869064106
classifiers referred,10.796700176578334
db aspects,10.796700176578334
find crimes,10.796700176578334
light aircraft,10.796700176578334
night light,10.796700176578334
underlying function,10.796700176578334
alleviate future,10.793308620241522
achieve comparable,10.791383588668383
achieve computationally,10.791383588668383
aesthetics purpose,10.791383588668383
international campus,10.791383588668383
performed separately,10.791383588668383
showing promising,10.791383588668383
three key,10.789538003493327
classes covering,10.78882019533438
efficiency initially,10.78882019533438
imbalanced classes,10.78882019533438
ontology classes,10.78882019533438
wearable sensor,10.78882019533438
best partition,10.786851589046304
distributional effects,10.786851589046304
dominant effects,10.786851589046304
explicitly address,10.786851589046304
poland form,10.786851589046304
automated detection,10.784386019763245
cioi prediction,10.78150634007925
lower elevation,10.781067466785853
terrain elevation,10.781067466785853
two machine,10.780710966084534
integrating artificial,10.773328635397846
beidou satellite,10.770611611580783
galileo satellite,10.770611611580783
inexpensive satellite,10.770611611580783
utilising satellite,10.770611611580783
affective quality,10.768098804278242
quality preliminary,10.76809880427824
prediction error,10.762867592060415
vision algorithm,10.759896288406532
