Collocation By PMI,Score By PMI,Document By PMI,Collocation By Chi_square,Score By Chi_square,Document By Chi_square,Collocation By Likelihood_ratio,Score By Likelihood_ratio,Document By Likelihood_ratio
regions consequently,8.05476211253628,1,considerably improve,323.9468974869578,1,rainfall events,10.734729226209115,1
regions discovered,8.05476211253628,1,imbalanced datasets,323.9468974869578,1,severe events,10.734729226209115,1
scale atmospheric,8.05476211253628,1,allowing citizens,323.87973761422035,1,visualization examining,10.734729226209115,1
scale hold,8.05476211253628,1,citizens ideas,323.87973761422035,1,visualization static,10.734729226209115,1
scale hydrologic,8.05476211253628,1,citizens interact,323.87973761422035,1,accurately segment,10.733609624733077,1
scale turbulent,8.05476211253628,1,connections among,323.87973761422035,1,basic geometry,10.733609624733077,1
timely socioeconomic,8.05476211253628,1,describes spatiotemporal,323.87973761422035,1,emergency police,10.733609624733077,1
timely solution,8.05476211253628,1,exploratory comparison,323.87973761422035,1,enables numerous,10.733609624733077,1
urgent policy,8.05476211253628,1,mae mean,323.87973761422035,1,established uhi,10.733609624733077,1
vehicular sensor,8.05476211253628,1,spatiotemporal dependency,323.87973761422035,1,fundamental ways,10.733609624733077,1
extract lulc,8.052800596202992,1,significant impact,323.87232059980647,5,morphological properties,10.733609624733077,1
field experiment,8.050841743164934,2,bayes classifiers,323.8598437401554,1,railway enable,10.733609624733077,1
complexity involved,8.04888554619961,1,classifiers moving,323.8598437401554,1,though numerous,10.733609624733077,1
dtnb algorithms,8.04888554619961,1,find hidden,323.8598437401554,1,variable depending,10.733609624733077,1
initial points,8.04888554619961,1,function derive,323.8598437401554,1,hiking however,10.730494664673495,1
mostly towards,8.04888554619961,1,hidden aspects,323.8598437401554,1,nations however,10.730494664673495,1
negative influence,8.04888554619961,2,smartphone sensors,323.8598437401554,1,peninsula however,10.730494664673495,1
particular driven,8.04888554619961,1,unprecedented levels,323.8598437401554,1,achieving accuracies,10.729064408966174,1
police strategy,8.04888554619961,1,way forward,323.8598437401554,1,affect fine,10.729064408966174,1
strategy alternatives,8.04888554619961,1,agent particularly,323.8374660528649,1,always define,10.729064408966174,1
towards innovative,8.04888554619961,1,cloud every,323.8374660528649,1,grid interface,10.729064408966174,1
flexible allows,8.045956215160938,1,define rules,323.8374660528649,1,grid waste,10.729064408966174,1
group conventional,8.045956215160938,1,determine monitor,323.8374660528649,1,labels define,10.729064408966174,1
sources additionally,8.045956215160938,2,landscapes park,323.8374660528649,1,likelihood boosted,10.729064408966174,1
digital transformation,8.044493777082453,1,required closely,323.8374660528649,1,nowadays soundscape,10.729064408966174,1
maximum coverage,8.044493777082453,1,text generation,323.8374660528649,1,surveys exploring,10.729064408966174,1
analytical capacity,8.043032819954172,1,systematic measurement,323.83497983405675,1,transition probability,10.729064408966174,1
automated composition,8.043032819954172,1,governance via,323.7860954949083,1,whereas planned,10.729064408966174,1
bus implementation,8.043032819954172,1,widespread use,323.56187727766695,2,earth images,10.727455708189485,2
common paths,8.043032819954172,1,learning classifiers,323.3988401595261,7,related greenhouse,10.72603081483446,1
extreme weather,8.043032819954172,1,cluster analysis,322.9230278427267,3,related marginal,10.72603081483446,1
footprint identification,8.043032819954172,1,continuous monitoring,322.81628580328095,2,sludge collected,10.72603081483446,1
limited capacity,8.043032819954172,2,thermal exposure,322.77165956988654,1,usability collected,10.72603081483446,1
procedure produced,8.043032819954172,1,whilst mapping,322.45407082599763,1,designers policymakers,10.725119136730067,1
providing insight,8.043032819954172,1,greenery coverage,322.35280846821377,1,domain awareness,10.725119136730067,1
shanghai metropolitan,8.043032819954172,1,available multisource,322.29559240452704,1,game designer,10.725119136730067,1
vehicles near,8.043032819954172,1,easy field,322.29559240452704,1,goal reasoning,10.725119136730067,1
yield providing,8.043032819954172,1,field calibration,322.29559240452704,1,interpreting trajectories,10.725119136730067,1
ambient iot,8.040115336571878,1,france region,322.29559240452704,1,unlike widely,10.725119136730067,1
attempt aims,8.040115336571878,1,key advantages,321.9646759605614,2,without difficulties,10.725119136730067,1
automatically weighted,8.040115336571878,1,cluster dynamics,321.6022158162572,1,reported regarding,10.720378611128348,1
complete architecture,8.040115336571878,1,navigation satellite,321.6022158162572,2,height simulate,10.720378611128346,1
conduct experiments,8.040115336571878,1,satellite elevation,321.6022158162572,2,observed phenomenon,10.720378611128346,1
designs experiments,8.040115336571878,1,satellite navigation,321.6022158162572,1,proceedings european,10.720378611128346,1
effort identify,8.040115336571878,1,cars etc,321.419321144016,1,employ machine,10.717374983000328,2
evaluating users,8.040115336571878,1,discussion etc,321.419321144016,1,conservative machine,10.716714097030476,1
experiments verify,8.040115336571878,1,discussion topic,321.419321144016,1,geoobjects machine,10.716714097030476,1
experts demonstrate,8.040115336571878,1,even yield,321.419321144016,1,irvine machine,10.716714097030476,1
layers apply,8.040115336571878,1,lower errors,321.419321144016,1,leaning machine,10.716714097030476,1
layers optimal,8.040115336571878,1,private platform,321.419321144016,1,high value,10.714600812916455,2
mode likelihood,8.040115336571878,1,yield good,321.419321144016,1,aerial orthophotos,10.710206837205524,1
optimal labels,8.040115336571878,1,separation performance,321.0131296797623,1,analytics deriving,10.710206837205524,1
outputs especially,8.040115336571878,1,forested landscape,320.053196612911,1,heavy vehicle,10.710206837205524,1
person detection,8.040115336571878,1,landscape division,320.053196612911,1,higher theft,10.710206837205524,1
since nowadays,8.040115336571878,1,could accelerate,319.92537886250915,1,point exists,10.710206837205524,1
state grid,8.040115336571878,1,daytime could,319.92537886250915,1,success rate,10.710206837205524,2
users perceptions,8.040115336571878,2,overall squared,319.92537886250915,1,task readily,10.710206837205524,1
artificial neural,8.038600573638911,36,balance especially,319.846772516643,1,understand turbulent,10.710206837205524,1
adopts case,8.037203741151975,1,numerical result,319.846772516643,1,vehicle delay,10.710206837205524,1
architectural base,8.037203741151975,1,representative small,319.846772516643,1,cold air,10.706116125637319,1
cellular base,8.037203741151975,1,exploring electric,319.81730509467616,1,contours extraction,10.706116125637319,1
develop strategic,8.037203741151975,1,interpretation affect,319.81730509467616,1,keywords extraction,10.706116125637319,1
get good,8.037203741151975,1,similar situation,319.81730509467616,1,utilising existing,10.706116125637319,1
hybrid cellular,8.037203741151975,1,stakeholders designers,319.81730509467616,1,existing resampling,10.706116125637317,1
imaging platform,8.037203741151975,1,trajectories must,319.81730509467616,1,training cnns,10.706116125637317,1
microgrid case,8.037203741151975,1,ai characters,319.4244026114813,1,training derivatives,10.706116125637317,1
patches even,8.037203741151975,1,ai embraces,319.4244026114813,1,traditional classification,10.703757667596278,3
potential usability,8.037203741151975,1,institutes ai,319.4244026114813,1,contains relevant,10.700148765124089,1
topic distributions,8.037203741151975,1,mainstream ai,319.4244026114813,1,indicating low,10.700148765124089,1
town residential,8.037203741151975,1,svm random,319.21404670504086,4,correlation peak,10.700148765124085,1
zones whereas,8.037203741151975,1,band metrics,319.08100936812673,1,evaluated questionnaire,10.700148765124085,1
iii propose,8.031398119470769,1,nine metrics,319.08100936812673,1,low confidence,10.700148765124085,1
air temperature,8.027265504095853,7,sources decentralized,319.08100936812673,1,relevant body,10.700148765124085,1
detect nlos,8.027059183746431,2,unbalanced svm,319.08100936812673,1,accurate results,10.697169278035757,3
another technique,8.025615766876763,1,effectively construct,319.0271146883712,1,problems normally,10.695306443936943,1
carefully applied,8.025615766876763,1,elements affecting,319.0271146883712,1,investment etc,10.694612031982796,1
event flow,8.025615766876763,1,extensive survey,319.0271146883712,1,often addressed,10.694612031982796,1
ever among,8.025615766876763,1,modeled effectively,319.0271146883712,1,resilience etc,10.694612031982796,1
evident including,8.025615766876763,1,primary contribution,319.0271146883712,1,train ridership,10.694612031982796,1
experience explored,8.025615766876763,1,prototype allows,319.0271146883712,1,upm even,10.694612031982796,1
fusing imagery,8.025615766876763,1,signals cause,319.0271146883712,1,algorithm copyright,10.691578361509336,1
greater attention,8.025615766876763,1,unique contribution,319.0271146883712,1,algorithm qabica,10.691578361509336,1
heat vulnerability,8.025615766876763,1,conduct nlos,318.25058088672415,1,algorithm wants,10.691578361509336,1
imagery facilitated,8.025615766876763,1,cooperative governance,318.25058088672415,1,inpainting algorithm,10.691578361509336,1
including normal,8.025615766876763,1,decreased significantly,318.25058088672415,1,neighbours algorithm,10.691578361509336,1
individually applied,8.025615766876763,1,resources improvements,318.25058088672415,1,two latin,10.691578361509336,1
japan imagery,8.025615766876763,1,damage detection,318.1850661304889,1,two subcenters,10.691578361509336,1
mean pixel,8.025615766876763,1,problem bayesian,317.6071015799203,1,two teams,10.691578361509336,1
microsoft research,8.025615766876763,1,within cadastral,317.6071015799203,1,two variants,10.691578361509336,1
mt imagery,8.025615766876763,1,antecedents based,317.5672295075113,1,positioning systems,10.689225853134007,2
occurred among,8.025615766876763,1,distinguished based,317.5672295075113,1,discrimination index,10.684407289160811,1
pushes research,8.025615766876763,1,dos based,317.5672295075113,1,division index,10.684407289160811,1
research forum,8.025615766876763,1,geolocations based,317.5672295075113,1,index cdi,10.684407289160811,1
research institutes,8.025615766876763,1,jurisdiction based,317.5672295075113,1,index division,10.684407289160811,1
research priorities,8.025615766876763,1,summarization based,317.5672295075113,1,index vdvi,10.684407289160811,1
space agency,8.025615766876763,1,wsn based,317.5672295075113,1,multiple actors,10.684407289160811,1
space conceptualization,8.025615766876763,1,choices therefore,317.52905285426465,1,multiple modalities,10.684407289160811,1
research highlights,8.025615766876761,3,clustering adaptation,317.52905285426465,1,spans multiple,10.684407289160811,1
application domains,8.024654290639315,3,clustering stability,317.52905285426465,1,xml index,10.684407289160811,1
deep sequence,8.024173792702857,1,complicated dynamic,317.52905285426465,1,growing node,10.677670719282963,1
street views,8.024173792702857,2,consumption synthetically,317.52905285426465,1,aoe planning,10.674777067567202,1
energy consumption,8.018579776229632,11,dynamic attributed,317.52905285426465,1,formalise planning,10.674777067567202,1
active role,8.014120128038934,1,gathering clustering,317.52905285426465,1,planning cpp,10.674777067567202,1
address conflicts,8.014120128038934,1,geometries therefore,317.52905285426465,1,planning curriculum,10.674777067567202,1
big streaming,8.014120128038934,1,incorporate economic,317.52905285426465,1,planning manuscripts,10.674777067567202,1
challenge examined,8.014120128038934,1,multiscale clustering,317.52905285426465,1,planning timeframes,10.674777067567202,1
