uni_gram,uni_gram_freq,uni_gram_docIDs,bi_gram,bi_gram_freq,bi_gram_docIDs,tri_gram,tri_gram_freq,tri_gram_docIDs
,,,transport related,1,1,designs using direct,1,1
,,,types vehicle,1,1,developed downwind models,1,1
,,,urbanisation increases,1,1,developing mitigation strategies,1,1
,,,using automated,1,1,different heights rf,1,1
,,,utilising network,1,1,direct field measurements,1,1
,,,vehicle delay,1,1,dynamics cfd simulations,1,1
,,,vehicle types,1,1,evaluate vegetation barrier,1,1
,,,zones etc,1,1,feature selection vegetation,1,1
,,,different agencies,2,1,five machine learning,1,1
,,,agencies looking,1,1,forest rf xgboost,1,1
,,,ai led,1,1,height leaf area,1,1
,,,central coordinator,1,1,heights rf nn,1,1
,,,central governments,1,1,help create tools,1,1
,,,det ai,1,1,help mitigate trap,1,1
,,,led work,1,1,including linear regression,1,1
,,,maharashtra government,1,1,index lai particle,1,1
,,,meaningless exercise,1,1,infeasible since urban,1,1
,,,planning along,1,1,investigated five machine,1,1
,,,plans even,1,1,lai particle size,1,1
,,,policy interventions,1,1,learning communities located,1,1
,,,cognitive approach,2,1,learning ml methods,1,1
,,,add structuring,1,1,local communities often,1,1
,,,agents add,1,1,locationally dependent particle,1,1
,,,challenge relevant,1,1,machine learning communities,1,1
,,,concluding section,1,1,methods including linear,1,1
,,,cooperative space,1,1,mitigate air pollution,1,1
,,,disorientation conditions,1,1,ml methods including,1,1
,,,example spaces,1,1,ml models developed,1,1
,,,exploring behaviours,1,1,normalized root mean,1,1
,,,general results,1,1,often infeasible since,1,1
,,,humans according,1,1,particle concentrations downwind,1,1
,,,interpretation applied,1,1,particle size leaf,1,1
,,,introduction discussion,1,1,pollution trap causing,1,1
,,,known urban,1,1,pollution using machine,1,1
,,,methodology draws,1,1,predicting pollutant concentrations,1,1
,,,modelling space,1,1,rf xgboost xgb,1,1
,,,navigated urban,1,1,roadside green infrastructure,1,1
,,,ontological results,1,1,roadside vegetation barriers,1,1
,,,oriented toward,1,1,selection vegetation dimensions,1,1
,,,planning cognitive,1,1,since urban planners,1,1
,,,relevant disorientation,1,1,size leaf area,1,1
,,,section shows,1,1,square error nrmse,1,1
,,,space conceptualization,1,1,test value gt,1,1
,,,space perception,1,1,test vegetation designs,1,1
,,,statistical interpretation,1,1,trap causing adverse,1,1
,,,structuring degrees,1,1,using direct field,1,1
,,,study deals,1,1,using feature selection,1,1
,,,suggesting system,1,1,various vegetation barrier,1,1
,,,surveys exploring,1,1,vegetation designs using,1,1
,,,system architectures,1,1,vegetation width height,1,1
,,,toward suggesting,1,1,width height leaf,1,1
,,,waste collection,4,1,xgb performed well,1,1
,,,automated vacuum,2,1,morphological feature extraction,2,1
,,,vacuum waste,2,1,urban morphological feature,2,1
,,,air impulsion,1,1,abundance via approach,1,1
,,,air suction,1,1,adequate references via,1,1
,,,allowing better,1,1,analysis represents practical,1,1
,,,becoming one,1,1,cause subjective bias,1,1
,,,better waste,1,1,conducted similarity analysis,1,1
,,,citizens odors,1,1,conventional methods morphological,1,1
,,,city design,1,1,could cause subjective,1,1
,,,closed network,1,1,could support decision,1,1
,,,collected waste,1,1,current built environment,1,1
,,,collection optimization,1,1,deep learning approaches,1,1
,,,collection points,1,1,deep learning methods,1,1
,,,computational sustainability,1,1,descriptions symbolical interpretation,1,1
,,,described problem,1,1,development urban morphological,1,1
,,,disposal given,1,1,information abundance via,1,1
,,,dramatically epa,1,1,information deep convolutional,1,1
,,,electric power,1,1,infrastructure information deep,1,1
,,,epa becoming,1,1,manually selected indicators,1,1
,,,governments modern,1,1,methods could cause,1,1
,,,growing dramatically,1,1,methods morphological features,1,1
,,,huge amounts,1,1,neural network googlenet,1,1
,,,impulsion requires,1,1,proposed framework indicates,1,1
,,,inviting opportunity,1,1,proposed method considers,1,1
,,,modern technique,1,1,proposes hybrid approach,1,1
,,,move waste,1,1,proposing novel designs,1,1
,,,moving huge,1,1,qualitative descriptions symbolical,1,1
,,,odors noise,1,1,quantitative morphological descriptions,1,1
,,,one sensitive,1,1,references via deep,1,1
,,,optimize energy,1,1,related infrastructure information,1,1
,,,per ton,1,1,represents practical framework,1,1
,,,problem challenge,1,1,retrieving cases based,1,1
,,,problem one,1,1,selected indicators however,1,1
,,,processing station,1,1,similarity analysis based,1,1
,,,reducing greenhouse,1,1,similarity analysis represents,1,1
,,,requires lot,1,1,social infrastructure situations,1,1
,,,scheduling waste,1,1,studies using information,1,1
,,,sensitive issue,1,1,study proposes hybrid,1,1
,,,station reducing,1,1,support quantitative morphological,1,1
,,,sustainability offers,1,1,sustainable built environments,1,1
,,,system via,1,1,sustainable development urban,1,1
,,,technology uses,1,1,urban morphology contributes,1,1
,,,total amount,1,1,using information abundance,1,1
,,,underground pipes,1,1,via deep learning,1,1
,,,urban waste,1,1,work could serve,1,1
,,,us citizens,1,1,accuracy finally adding,1,1
,,,uses air,1,1,adding lc classification,1,1
,,,waste disposal,1,1,approach showed comparable,1,1
,,,waste generated,1,1,architectures data augmentation,1,1
,,,waste reuse,1,1,best current deep,1,1
,,,personality behaviors,2,1,caledonia biodiversity hotspot,1,1
,,,add several,1,1,caledonia land use,1,1
,,,annotated excerpts,1,1,cartographic information used,1,1
,,,component using,1,1,channels input significantly,1,1
,,,contributions including,1,1,complex environment using,1,1
,,,dataset based,1,1,complex subtropical environment,1,1
,,,detecting personality,1,1,configuration semantic labelling,1,1
,,,detecting players,1,1,current deep learning,1,1
,,,develop classifier,1,1,data augmentation image,1,1
,,,different personality,1,1,data set based,1,1
,,,eventually develop,1,1,dedicated deep learning,1,1
,,,feature analysis,1,1,deep learning configuration,1,1
,,,features spaces,1,1,deep learning lu,1,1
,,,including revealing,1,1,environment using five,1,1
,,,learns vector,1,1,finally adding lc,1,1
,,,manually annotated,1,1,five representative areas,1,1
,,,nearly accurate,1,1,human operator four,1,1
,,,novel natural,1,1,input significantly improved,1,1
,,,personality behavior,1,1,labelling architectures data,1,1
,,,players personality,1,1,land use lu,1,1
,,,players writing,1,1,lc classification output,1,1
,,,processing component,1,1,learning approach showed,1,1
,,,relatively dataset,1,1,learning configuration semantic,1,1
,,,revealing relationship,1,1,learning lu classification,1,1
,,,several theoretical,1,1,learning technique xgboost,1,1
,,,space representations,1,1,lu classification task,1,1
,,,task using,1,1,lu detection task,1,1
,,,theoretical contributions,1,1,lulc detection techniques,1,1
,,,tree training,1,1,new caledonia biodiversity,1,1
,,,various features,1,1,new caledonia labelled,1,1
,,,vector space,1,1,new caledonia land,1,1
,,,automatically classify,1,1,operator four used,1,1
,,,automatically identifying,1,1,overall accuracy finally,1,1
,,,classify utterances,1,1,perform lulc mapping,1,1
,,,collaborative chat,1,1,purpose specific data,1,1
,,,conversational demands,1,1,raw channels input,1,1
,,,distinguished based,1,1,semantic labelling architectures,1,1
,,,game automatically,1,1,set several architectures,1,1
,,,leaders mentors,1,1,showed comparable results,1,1
,,,linguistics method,1,1,southern new caledonia,1,1
,,,mentor player,1,1,specific data set,1,1
,,,novel computational,1,1,test set several,1,1
,,,online educational,1,1,tropical complex environment,1,1
,,,roles mentor,1,1,two complementary pieces,1,1
,,,various roles,1,1,using five representative,1,1
,,,omnichannel services,2,1,identify urban poverty,3,1
,,,traditional planning,2,1,identifying urban poverty,2,1
,,,added lively,1,1,relatively important variables,2,1
,,,appropriate answers,1,1,achieved relatively satisfactory,1,1
,,,appropriate rules,1,1,addressing housing inequality,1,1
,,,bring appropriate,1,1,affordability among social,1,1
,,,building optimal,1,1,among social groups,1,1
,,,component design,1,1,best model performance,1,1
,,,composition choice,1,1,binary patterns lbp,1,1
,,,contemporary developments,1,1,building sustainable society,1,1
,,,conventional approach,1,1,contributes empirical evidence,1,1
,,,develop policies,1,1,cooccurrence matrix glcm,1,1
,,,environment appropriate,1,1,detector lsd hough,1,1
,,,ict development,1,1,differences exist among,1,1
,,,introduced contributing,1,1,different poverty levels,1,1
,,,lively virtual,1,1,enriching asian perspectives,1,1
,,,managing omnichannel,1,1,features including perimeter,1,1
,,,model composition,1,1,four variables achieved,1,1
,,,offline channels,1,1,hough transform cooccurrence,1,1
,,,online conversion,1,1,housing affordability among,1,1
,,,optimal spatial,1,1,housing inequality enriching,1,1
,,,paper looks,1,1,housing inequality within,1,1
,,,planning started,1,1,huangpi respectively although,1,1
,,,rapid ict,1,1,image features derived,1,1
,,,recently challenged,1,1,image features including,1,1
,,,reflective overview,1,1,including perimeter line,1,1
,,,services enterprises,1,1,inequality enriching asian,1,1
,,,services sector,1,1,inequality within neighborhoods,1,1
,,,shake calling,1,1,learning approaches implications,1,1
,,,virtual dimension,1,1,levels housing inequality,1,1
,,,pseudorange errors,3,1,line segment detector,1,1
,,,range errors,2,1,local binary patterns,1,1
,,,reception classification,2,1,lsd hough transform,1,1
,,,accuracy enhancements,1,1,matrix glcm histogram,1,1
,,,accuracy recent,1,1,paper contributes empirical,1,1
,,,accuracy signal,1,1,particular four variables,1,1
,,,attenuate gps,1,1,perimeter line segment,1,1
,,,cases multipath,1,1,poverty levels housing,1,1
,,,cause range,1,1,poverty policy makers,1,1
,,,classification unlike,1,1,poverty using satellite,1,1
,,,code phase,1,1,presented obvious differences,1,1
,,,considering multiple,1,1,rapidly identify urban,1,1
,,,corrects pseudorange,1,1,relatively satisfactory prediction,1,1
,,,degrade gps,1,1,satisfactory prediction results,1,1
,,,deliver level,1,1,segment detector lsd,1,1
,,,directly predict,1,1,study area however,1,1
,,,effects cause,1,1,transform cooccurrence matrix,1,1
,,,either corrects,1,1,urban poverty policy,1,1
,,,environment characterized,1,1,urban poverty using,1,1
,,,environments attenuate,1,1,variables achieved relatively,1,1
,,,error positioning,1,1,wuhan image features,1,1
,,,errors two,1,1,regional population forecast,2,1
,,,first corrects,1,1,advantages several demographic,1,1
,,,gbdt method,1,1,construct sound national,1,1
,,,gps code,1,1,currently possible carried,1,1
,,,gps measurements,1,1,effectively construct sound,1,1
,,,gps positioning,1,1,forecast population growth,1,1
,,,gps sensor,1,1,goes without saying,1,1
,,,gps signals,1,1,grow population forecast,1,1
,,,however built,1,1,growth objectively thus,1,1
,,,however nlos,1,1,growth traditionally either,1,1
,,,however positioning,1,1,introduce biased result,1,1
,,,improving gps,1,1,learning strategy regional,1,1
,,,improving position,1,1,learning technology attempts,1,1
,,,information mainly,1,1,machine learning strategy,1,1
,,,mainly provided,1,1,newly developed machine,1,1
,,,mitigated sufficiently,1,1,population growth objectively,1,1
,,,multipath however,1,1,population growth traditionally,1,1
,,,multiple variables,1,1,positive population growth,1,1
,,,nlos reception,1,1,primary planners hence,1,1
,,,one side,1,1,proposes machine method,1,1
,,,phase positioning,1,1,regional planning relies,1,1
,,,positioning measured,1,1,several demographic rates,1,1
,,,predicted pseudorange,1,1,sound national infrastructure,1,1
,,,pseudorange error,1,1,stabilize positive population,1,1
,,,pseudorange residuals,1,1,strategy regional population,1,1
,,,receivers deliver,1,1,traditionally either urban,1,1
,,,residual effects,1,1,type population forecasting,1,1
,,,shown promise,1,1,unique advantages several,1,1
,,,side show,1,1,work drawing upon,1,1
,,,signals determined,1,1,work proposes machine,1,1
,,,two variations,1,1,blocks carbon emissions,2,1
,,,use gradient,1,1,carbon emissions ubce,2,1
,,,information perception,2,1,environment factors bef,2,1
,,,perception system,2,1,predicting urban blocks,2,1
,,,action signals,1,1,urban blocks carbon,2,1
,,,activities facing,1,1,alleviate urban heat,1,1
,,,application based,1,1,carbon cities machine,1,1
,,,better model,1,1,carbon emission map,1,1
,,,city focal,1,1,changxing city china,1,1
,,,constructing semantic,1,1,changxing representative small,1,1
,,,data increased,1,1,china predicting urban,1,1
,,,event flow,1,1,city china predicting,1,1
,,,exploratory study,1,1,collected various sources,1,1
,,,filter suspicious,1,1,emission map showed,1,1
,,,flow using,1,1,emissions ubce accurately,1,1
,,,focal area,1,1,emissions ubce based,1,1
,,,forward kind,1,1,good prediction performance,1,1
,,,identification layer,1,1,heat islands uhi,1,1
,,,inference layer,1,1,learning method back,1,1
,,,intelligence identification,1,1,low carbon cities,1,1
,,,intelligence inference,1,1,method back propagation,1,1
,,,intelligence perception,1,1,planning scheme optimizing,1,1
,,,intelligent city,1,1,play key roles,1,1
,,,mass event,1,1,predict carbon emissions,1,1
,,,mining prediction,1,1,predict different functions,1,1
,,,paper puts,1,1,prediction results showed,1,1
,,,perception layer,1,1,proposed machine learning,1,1
,,,present situation,1,1,representative small city,1,1
,,,puts forward,1,1,study collected various,1,1
,,,semantic database,1,1,towards low carbon,1,1
,,,signals combined,1,1,ubce accurately based,1,1
,,,status quo,1,1,urban planning scheme,1,1
,,,suspicious information,1,1,market spatial dynamics,2,1
,,,system collects,1,1,rental market spatial,2,1
,,,technology monitoring,1,1,addition many models,1,1
,,,terrorist action,1,1,atlanta georgia usa,1,1
,,,terrorist activities,1,1,atlanta metropolitan area,1,1
,,,things application,1,1,combining long memory,1,1
,,,urban combining,1,1,dynamics models combining,1,1
,,,urgent needs,1,1,especially deep learning,1,1
,,,participatory analytics,2,1,estate market prior,1,1
,,,added value,1,1,evaluate rental market,1,1
,,,analytics task,1,1,generated model results,1,1
,,,another technique,1,1,housing market plays,1,1
,,,applied research,1,1,interpolation hedonic modeling,1,1
,,,approach studying,1,1,learning models use,1,1
,,,attitudes towards,1,1,machine learning however,1,1
,,,broadly artificial,1,1,many models especially,1,1
,,,collaborative development,1,1,map techniques reveal,1,1
,,,computational analysis,1,1,market plays critical,1,1
,,,conceptual challenges,1,1,market prior studies,1,1
,,,concrete scenarios,1,1,memory lstm networks,1,1
