doc_id,title,score,similar_cluster_no,similar_doc_id,similar_title
,,0.54,-1,320,Risk management systems must provide automatic decisions according to crisis computable algebras
,,0.53,7,273,Automated planning for urban traffic control: Strategic vehicle routing to respect air quality limitations
,,0.50,3,23,Artificial intelligence solutions for urban land dynamics: A review
,,0.48,-1,34,Artificial intelligence technologies for robot assisted urban search and rescue
,,0.48,2,483,AI and Deep Learning for Urban Computing
,,0.48,3,244,Selecting artificial intelligence urban models using waves of complexity
,,0.48,4,238,Context-Based Filtering of Noisy Labels for Automatic Basemap Updating from UAV Data
,,0.47,7,210,Deep neural network dynamic traffic routing system for vehicles
,,0.47,3,306,Comparative review of methods supporting decision-making in urban development and land management
,,0.47,4,532,Comparison of performance of artificial neural network (ANN) and random forest (RF) in the classification of land cover zones of urban slum region
,,0.47,7,60,Hierarchical multi-agent control of traffic lights based on collective learning
,,0.46,4,486,UVid-Net: Enhanced Semantic Segmentation of UAV Aerial Videos by Embedding Temporal Information
,,0.46,4,481,Virtual design of urban planning based on GIS big data and machine learning
,,0.46,7,122,Safe reinforcement learning with scene decomposition for navigating complex urban environments
,,0.46,2,302,Data-driven next destination prediction and ETA improvement for urban delivery fleets
,,0.45,7,337,A Review of AI for Urban Planning: Towards Building Sustainable Smart Cities
,,0.45,3,294,"Systematizing heterogeneous expert knowledge, scenarios and goals via a goal-reasoning artificial intelligence agent for democratic urban land use planning"
,,0.45,4,361,Land cover classification based on machine learning using UAV multi-spectral images
,,0.45,7,490,Evaluating the Performance of Reinforcement Learning Signalling Strategies for Sustainable Urban Road Networks
,,0.45,5,522,A Machine Learning-Based Method for Predicting Urban Land Use
,,0.45,5,9,Simulating land-use dynamics under planning policies by integrating artificial immune systems with cellular automata
,,0.44,7,543,Pedestrians Walking on Reachable Sets and Manifolds
,,0.44,7,230,Drone Futures: UAS in landscape and urban design
487,"AVI 2020 Workshop on Road Mapping Infrastructures for Artificial Intelligence Supporting Advanced Visual Big Data Analysis, AVI-BDA 2020 and 2nd Italian Workshop on Visualization and Visual Analytics, ITAVIS 2020",0.7100,-1,134,Transparency in practice: Using visualization to enhance the interpretability of open data
,,0.64,9,260,Integrating geovisual analytics with machine learning for human mobility pattern discovery
,,0.64,-1,585,"European Conference on Machine Learning and Knowledge Discovery in Databases, ECML PKDD 2016"
,,0.62,6,43,StreetVizor: Visual Exploration of Human-Scale Urban Forms Based on Street Views
,,0.62,9,87,IVizTRANS: Interactive visual learning for home and work place detection from massive public transportation data
,,0.62,7,282,Towards the collaborative development of machine learning techniques in planning support systems – a Sydney example
,,0.61,7,4,"On big data, artificial intelligence and smart cities"
,,0.60,7,581,Conference on Human Factors in Computing Systems - Proceedings
,,0.59,8,140,How should urban planners be trained to handle big data?
,,0.59,7,563,"Proceedings of the 1st ACM SIGSPATIAL International Workshop on Advances in Resilient and Intelligent Cities, ARIC 2018"
,,0.58,7,525,"5th EAI International Smart City 360 Summit, 2019"
,,0.58,6,200,GIS-based emotional computing: A review of quantitative approaches to measure the emotion layer of human–environment relationships
,,0.58,-1,129,Artificial intelligence technologies and related urban planning and development concepts: How are they perceived and utilized in Australia?
,,0.58,-1,187,Kadaster knowledge graph: Beyond the fifth star of open data
,,0.58,6,16,Measuring visual enclosure for street walkability: Using machine learning algorithms and Google Street View imagery
,,0.58,7,549,"15th European Conference on Ambient Intelligence, AmI 2019"
,,0.58,8,344,Opportunities and challenges of geospatial analysis for promoting urban livability in the era of big data and machine learning
,,0.58,9,405,Urban computing and smart cities: Opportunities and challenges in modelling large-scale aggregated human behavior
,,0.58,7,482,Introduction to Urban Computing
,,0.58,9,574,"Processing, mining and visualizing massive urban data"
,,0.57,7,289,Machine learning technologies for sustainability in smart cities in the post-covid era
,,0.57,8,312,An AI Approach to Collecting and Analyzing Human Interactions with Urban Environments
,,0.57,2,108,Strategway: Web solutions for building public transportation routes using big geodata analysis
,,0.56,9,393,Multiscale spatio-temporal data aggregation and mapping for urban data exploration
,,0.56,9,341,Applying machine learning and geolocation techniques to social media data (Twitter) to develop a resource for urban planning
,,0.56,7,305,Participatory AI: Reducing AI bias and developing socially responsible AI in smart cities
,,0.56,-1,88,Understanding cities with machine eyes: A review of deep computer vision in urban analytics
,,0.56,7,354,Urban Experiment: Taking Off on the Wind of Al
,,0.55,7,337,A Review of AI for Urban Planning: Towards Building Sustainable Smart Cities
,,0.55,7,559,ACM International Conference Proceeding Series
516,Intelligent Unmanned Aerial Vehicle Technology in Urban Environments,0.7000,6,308,Rapid and automated urban modeling techniques for UAS applications
,,0.69,-1,285,Planning the Future of Smart Cities with Swarms of Fully Autonomous Unmanned Aerial Vehicles Using a Novel Framework
,,0.66,7,230,Drone Futures: UAS in landscape and urban design
,,0.60,4,565,"The technical and commercial increment of the fusion of big data analysis, artificial intelligence and earth observation"
,,0.60,4,535,Urban Intelligent Navigator for Drone Using Convolutional Neural Network (CNN)
,,0.59,7,597,The design of urban geographical information system for transportation
,,0.59,-1,434,Neural Network Based Algorithm for Multi-UAV Coverage Path Planning
,,0.58,7,500,"Evaluation of Smart Infrastructure Systems and Novel UV-Oriented Solution for Integration, Resilience, Inclusiveness, and Sustainability"
,,0.58,4,532,Comparison of performance of artificial neural network (ANN) and random forest (RF) in the classification of land cover zones of urban slum region
,,0.58,4,238,Context-Based Filtering of Noisy Labels for Automatic Basemap Updating from UAV Data
,,0.58,4,251,Remote measurement of building usable floor area – Algorithms fusion
,,0.57,7,337,A Review of AI for Urban Planning: Towards Building Sustainable Smart Cities
,,0.57,-1,320,Risk management systems must provide automatic decisions according to crisis computable algebras
,,0.56,4,182,A comparative analysis of the urban web of the greater athens agglomeration for the last 20-years period on the basis of landsat imagery
,,0.56,7,525,"5th EAI International Smart City 360 Summit, 2019"
,,0.56,4,361,Land cover classification based on machine learning using UAV multi-spectral images
,,0.56,4,538,THE POTENTIAL of BUILDING DETECTION from SAR and LIDAR USING DEEP LEARNING
,,0.55,4,242,Urban areas extraction from multi sensor data based on machine learning and data fusion
,,0.55,3,558,Application of AI in urban design
,,0.55,4,367,Application of satellite image segmentation for urban planning optimization
,,0.55,3,244,Selecting artificial intelligence urban models using waves of complexity
,,0.55,-1,266,Structural health monitoring installation scheme using utility computing model
,,0.55,7,547,Space for urban innovation: A global approach to downstream sector
,,0.54,4,471,"Object-Oriented Approach for Urbanization Growth by Using Remote Sensing and GIS Techniques: A Case Study in Hilla City, Babylon Governorate, Iraq"
,,0.54,9,574,"Processing, mining and visualizing massive urban data"
,,0.54,4,521,"Remote sensing and GIS approach for environmental green areas planning using Landsat satellite imagery, Dubai-UAE"
,,0.54,4,481,Virtual design of urban planning based on GIS big data and machine learning
,,0.54,3,23,Artificial intelligence solutions for urban land dynamics: A review
,,0.54,7,495,The City of the Future: The Urban (Un) Seen Connecting Citizens and Spaces via Community Sensing
,,0.54,-1,184,A machine learning-based classification system for urban built-up areas using multiple classifiers and data sources
217,Classification of urban scenes from georeferenced images in urban street-view context,0.6900,6,271,Urban land use information retrieval based on scene classification of Google Street View images
,,0.69,4,41,Building block level urban land-use information retrieval based on Google Street View images
,,0.68,-1,536,Urban street contexts classification using convolutional neural networks and streets imagery
,,0.66,-1,194,Classification of sidewalks in street view images
